name,experiment,label,day,day_moment,pbs,cage,group,eye,dose,path
OCT_Image_RE_Circle-2017-09-15-11-42-09.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-42-09.tif
OCT_Image_RE_Circle-2017-09-15-11-44-35.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-44-35.tif
OCT_Image_RE_Circle-2017-09-15-11-44-19.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-44-19.tif
OCT_Image_RE_Circle-2017-09-15-11-41-52.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-41-52.tif
OCT_Image_RE_Circle-2017-09-15-11-42-37.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-42-37.tif
OCT_Image_RE_Circle-2017-09-15-11-43-38.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-43-38.tif
OCT_Image_RE_Circle-2017-09-15-11-42-00.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-42-00.tif
OCT_Image_RE_Circle-2017-09-15-11-43-19.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-43-19.tif
OCT_Image_RE_Circle-2017-09-15-11-44-48.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-44-48.tif
OCT_Image_RE_Circle-2017-09-15-11-46-27.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C29,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/OCT_Image_RE_Circle-2017-09-15-11-46-27.tif
OCT_Image_RE_Circle-2017-09-15-11-46-57.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C29,A2,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/LE/OCT_Image_RE_Circle-2017-09-15-11-46-57.tif
OCT_Image_RE_Circle-2017-09-15-11-47-35.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C29,A2,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/LE/OCT_Image_RE_Circle-2017-09-15-11-47-35.tif
OCT_Image_RE_Circle-2017-09-15-11-46-42.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C29,A2,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 29 A2 GP B/LE/OCT_Image_RE_Circle-2017-09-15-11-46-42.tif
OCT_Image_RE_Circle-2017-09-15-14-50-14.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-50-14.tif
OCT_Image_RE_Circle-2017-09-15-14-52-52.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-52-52.tif
OCT_Image_RE_Circle-2017-09-15-14-51-01.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-51-01.tif
OCT_Image_RE_Circle-2017-09-15-14-53-24.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-53-24.tif
OCT_Image_RE_Circle-2017-09-15-14-53-01.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-53-01.tif
OCT_Image_RE_Circle-2017-09-15-14-51-27.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-51-27.tif
OCT_Image_RE_Circle-2017-09-15-14-54-30.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-54-30.tif
OCT_Image_RE_Circle-2017-09-15-14-56-14.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-56-14.tif
OCT_Image_RE_Circle-2017-09-15-14-55-29.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-55-29.tif
OCT_Image_RE_Circle-2017-09-15-14-56-51.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-56-51.tif
OCT_Image_RE_Circle-2017-09-15-14-50-48.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C30,A1,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/OCT_Image_RE_Circle-2017-09-15-14-50-48.tif
OCT_Image_RE_Circle-2017-09-15-14-57-57.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C30,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/LE/OCT_Image_RE_Circle-2017-09-15-14-57-57.tif
OCT_Image_RE_Circle-2017-09-15-14-58-38.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C30,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/LE/OCT_Image_RE_Circle-2017-09-15-14-58-38.tif
OCT_Image_RE_Circle-2017-09-15-14-58-13.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C30,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/LE/OCT_Image_RE_Circle-2017-09-15-14-58-13.tif
OCT_Image_RE_Circle-2017-09-15-14-58-05.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C30,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/LE/OCT_Image_RE_Circle-2017-09-15-14-58-05.tif
OCT_Image_RE_Circle-2017-09-15-14-58-51.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C30,A1,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 30 A1 GP C/LE/OCT_Image_RE_Circle-2017-09-15-14-58-51.tif
OCT_Image_RE_Circle-2017-09-14-16-37-46.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-37-46.tif
OCT_Image_RE_Circle-2017-09-14-16-37-22.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-37-22.tif
OCT_Image_RE_Circle-2017-09-14-16-31-38.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-31-38.tif
OCT_Image_RE_Circle-2017-09-14-16-31-32.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-31-32.tif
OCT_Image_RE_Circle-2017-09-14-16-37-54.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-37-54.tif
OCT_Image_RE_Circle-2017-09-14-16-32-31.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-32-31.tif
OCT_Image_RE_Circle-2017-09-14-16-37-16.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-37-16.tif
OCT_Image_RE_Circle-2017-09-14-16-33-27.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-33-27.tif
OCT_Image_RE_Circle-2017-09-14-16-32-00.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-32-00.tif
OCT_Image_RE_Circle-2017-09-14-16-32-06.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A3,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/OCT_Image_RE_Circle-2017-09-14-16-32-06.tif
OCT_Image_RE_Circle-2017-09-14-16-34-57.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C28,A3,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/LE/OCT_Image_RE_Circle-2017-09-14-16-34-57.tif
OCT_Image_RE_Circle-2017-09-14-16-34-47.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C28,A3,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/LE/OCT_Image_RE_Circle-2017-09-14-16-34-47.tif
OCT_Image_RE_Circle-2017-09-14-16-36-10.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C28,A3,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/LE/OCT_Image_RE_Circle-2017-09-14-16-36-10.tif
OCT_Image_RE_Circle-2017-09-14-16-35-15.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C28,A3,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/LE/OCT_Image_RE_Circle-2017-09-14-16-35-15.tif
OCT_Image_RE_Circle-2017-09-14-16-35-59.tif,Study C-2  ET1 17-9-1,healthy,14,-,-,C28,A3,left,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A3 GP B/LE/OCT_Image_RE_Circle-2017-09-14-16-35-59.tif
OCT_Image_RE_Circle-2017-09-14-15-41-49.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-41-49.tif
OCT_Image_RE_Circle-2017-09-14-15-44-06.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-44-06.tif
OCT_Image_RE_Circle-2017-09-14-15-43-58.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-43-58.tif
OCT_Image_RE_Circle-2017-09-14-15-44-14.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-44-14.tif
OCT_Image_RE_Circle-2017-09-14-15-43-26.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-43-26.tif
OCT_Image_RE_Circle-2017-09-14-15-41-43.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-41-43.tif
OCT_Image_RE_Circle-2017-09-14-15-46-47.tif,Study C-2  ET1 17-9-1,pathological,14,-,-,C28,A2,right,-,/media/CVBLab/Proyectos/GALAHAD/INVESTIGACION/BBDD/REGH/201801/RAT OCT STUDIES/Study C-2  ET1 17-9-1/Day 14/C 28 A2 GP A/OCT_Image_RE_Circle-2017-09-14-15-46-47.tif
